Id,Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Size,Year Built,Council Area,Latitude,Longtitude,Region Name
4353,Hoppers Crossing,House,500000,Sold After Auction,Ray,2017-10-28,3,1,3,650,1980,Wyndham City Council,-37.86045,144.68482,Western Metropolitan
4354,Hoppers Crossing,House,525000,Sold Prior,Greg,2017-10-28,3,2,2,591,1972,Wyndham City Council,-37.87295,144.69098,Western Metropolitan
4355,Hoppers Crossing,House,515000,Sold Prior,Barry Plant,2017-10-28,3,1,2,688,1990,Wyndham City Council,-37.85703,144.68212,Western Metropolitan
4356,Hoppers Crossing,House,551500,Sold,Barry Plant,2017-11-11,4,2,4,421,1996,Wyndham City Council,-37.8484,144.6748,Western Metropolitan
4357,Hoppers Crossing,House,585000,Sold,YPA,2017-11-11,3,3,3,466,1998,Wyndham City Council,-37.8512,144.6753,Western Metropolitan
4358,Hoppers Crossing,House,693000,Sold,hockingstuart,2017-11-18,4,2,2,933,1987,Wyndham City Council,-37.8707,144.6813,Western Metropolitan
4359,Hoppers Crossing,Unit,441000,Sold,hockingstuart,2017-11-25,3,1,1,294,1990,Wyndham City Council,-37.8666,144.6904,Western Metropolitan
4360,Hoppers Crossing,House,570000,Sold,Barry Plant,2017-12-09,3,2,2,626,1980,Wyndham City Council,-37.86569,144.69104,Western Metropolitan
4361,Hoppers Crossing,House,505000,Sold,LJ,2018-01-06,3,1,1,552,1990,Wyndham City Council,-37.87401,144.69803,Western Metropolitan
4362,Hoppers Crossing,House,525000,Sold,Greg,2018-01-06,3,2,1,309,2002,Wyndham City Council,-37.85482,144.67653,Western Metropolitan
4363,Hoppers Crossing,House,795000,Sold,Barry Plant,2018-02-10,3,2,4,941,1985,Wyndham City Council,-37.88685,144.69052,Western Metropolitan
4364,Hoppers Crossing,House,556000,Sold,Sweeney,2018-02-10,3,2,2,685,1990,Wyndham City Council,-37.85713,144.68278,Western Metropolitan
4365,Hoppers Crossing,House,646000,Sold,Barry Plant,2018-02-17,3,2,2,573,1999,Wyndham City Council,-37.85263,144.71105,Western Metropolitan
4366,Hoppers Crossing,House,571000,Sold,Ray,2018-02-17,4,2,0,531,1992,Wyndham City Council,-37.87477,144.66815,Western Metropolitan
4367,Hoppers Crossing,House,610000,Sold,Barry Plant,2018-02-17,3,2,4,551,1975,Wyndham City Council,-37.88291,144.69264,Western Metropolitan
4368,Hoppers Crossing,House,470000,Passed In,Raine,2018-02-24,3,1,4,589,1986,Wyndham City Council,-37.86588,144.70966,Western Metropolitan
4369,Hoppers Crossing,House,625000,Sold,YPA,2018-02-24,3,1,1,552,1980,Wyndham City Council,-37.87516,144.70114,Western Metropolitan
4370,Hoppers Crossing,House,520000,Sold,Barry Plant,2018-02-24,3,2,2,460,1990,Wyndham City Council,-37.87263,144.66732,Western Metropolitan
4371,Hoppers Crossing,House,691000,Sold,Ray,2018-03-03,3,1,6,709,1986,Wyndham City Council,-37.88137,144.69321,Western Metropolitan
4372,Hoppers Crossing,House,630000,Passed In,Greg,2018-03-03,3,2,6,548,1990,Wyndham City Council,-37.8787,144.68653,Western Metropolitan
4373,Hoppers Crossing,House,600500,Sold,hockingstuart,2018-03-03,4,2,2,545,2000,Wyndham City Council,-37.86782,144.6696,Western Metropolitan
4374,Hoppers Crossing,House,428000,Sold,Sweeney,2018-03-10,3,2,1,410,1980,Wyndham City Council,-37.86608,144.68721,Western Metropolitan
4375,Hoppers Crossing,House,482500,Sold,Greg,2018-03-17,3,1,6,624,1980,Wyndham City Council,-37.89091,144.68096,Western Metropolitan
4376,Hoppers Crossing,House,500000,Passed In,Greg,2018-03-17,3,1,2,532,1960,Wyndham City Council,-37.87991,144.6981,Western Metropolitan
4377,Hoppers Crossing,House,530000,Sold,hockingstuart,2018-03-17,3,1,3,748,1990,Wyndham City Council,-37.86505,144.69352,Western Metropolitan
4378,Hoppers Crossing,House,473000,Sold,YPA,2018-03-17,3,2,1,392,2000,Wyndham City Council,-37.85095,144.67452,Western Metropolitan
4379,Hughesdale,Townhouse,828000,Sold,Ray,2016-05-07,3,2,1,206,2002,Monash City Council,-37.8966,145.0863,Southern Metropolitan
4380,Hughesdale,House,1167500,Sold,Buxton,2016-07-26,3,2,1,678,1950,Monash City Council,-37.898,145.0815,Southern Metropolitan
4381,Hughesdale,Townhouse,900000,Sold,Buxton,2016-07-26,3,2,1,360,1975,Monash City Council,-37.8937,145.0779,Southern Metropolitan
4382,Hughesdale,House,677500,Passed In,hockingstuart,2016-07-30,2,1,4,575,1950,Monash City Council,-37.9084,145.0775,Southern Metropolitan
4383,Hughesdale,House,1316000,Sold,Ray,2016-08-06,2,1,2,715,1949,Monash City Council,-37.9072,145.0762,Southern Metropolitan
4384,Hughesdale,House,1210000,Sold,Ray,2016-08-22,3,1,2,730,1940,Monash City Council,-37.9034,145.0796,Southern Metropolitan
4385,Hughesdale,House,1550000,Sold,Woodards,2016-09-03,2,1,1,732,1950,Monash City Council,-37.8931,145.0791,Southern Metropolitan
4386,Hughesdale,Unit,623000,Sold,Ray,2016-09-10,2,1,1,101,1970,Monash City Council,-37.8988,145.0781,Southern Metropolitan
4387,Hughesdale,House,2120000,Sold,Woodards,2016-09-10,4,2,2,847,1925,Monash City Council,-37.8927,145.0781,Southern Metropolitan
4388,Hughesdale,Unit,400000,Passed In,Ray,2016-09-17,2,1,1,100,1975,Monash City Council,-37.8945,145.0876,Southern Metropolitan
4389,Hughesdale,House,1055000,Sold,Woodards,2016-10-08,3,1,1,562,1930,Monash City Council,-37.9022,145.0811,Southern Metropolitan
4390,Hughesdale,House,1337000,Sold,Ray,2016-10-15,4,1,2,696,1930,Monash City Council,-37.8991,145.0804,Southern Metropolitan
4391,Hughesdale,House,1700000,Sold,Ray,2016-11-12,4,2,2,545,1940,Monash City Council,-37.9002,145.0773,Southern Metropolitan
4392,Hughesdale,House,1340000,Sold,Ray,2016-12-03,3,1,1,705,1920,Monash City Council,-37.8994,145.0816,Southern Metropolitan
4393,Hughesdale,House,1745000,Sold,Woodards,2016-12-10,4,2,1,547,1925,Monash City Council,-37.9002,145.0768,Southern Metropolitan
4394,Hughesdale,Townhouse,998000,Sold,Ray,2017-04-08,3,2,2,246,2000,Monash City Council,-37.9031,145.0804,Southern Metropolitan
4395,Hughesdale,House,980000,Sold,Woodards,2017-05-20,2,1,1,387,1896,Monash City Council,-37.9021,145.0837,Southern Metropolitan
4396,Hughesdale,Unit,1203500,Sold,Ray,2017-05-27,3,2,2,311,2000,Monash City Council,-37.89829,145.08141,Southern Metropolitan
4397,Hughesdale,House,1475000,Sold,Woodards,2017-07-08,5,2,3,548,1920,Monash City Council,-37.90403,145.08118,Southern Metropolitan
4398,Hughesdale,House,1570000,Passed In,Barry Plant,2017-08-12,4,2,1,455,1900,Monash City Council,-37.9016,145.08294,Southern Metropolitan
4399,Hughesdale,House,1250000,Passed In,Barry Plant,2017-10-14,3,2,2,354,1920,Monash City Council,-37.90468,145.08213,Southern Metropolitan
4400,Hughesdale,House,1407000,Sold Prior,Barry Plant,2017-11-11,3,3,4,672,1920,Monash City Council,-37.8997,145.0812,Southern Metropolitan
4401,Hughesdale,House,815000,Sold,Ray,2018-03-17,4,2,2,455,1900,Monash City Council,-37.9016,145.08294,Southern Metropolitan
4402,Huntingdale,House,1145000,Sold,Ray,2017-06-17,4,1,2,603,1960,Monash City Council,-37.90822,145.11146,Southern Metropolitan
4403,Huntingdale,House,750000,Sold,Ray,2017-07-01,3,2,2,321,2005,Monash City Council,-37.90415,145.10504,Southern Metropolitan
4404,Huntingdale,House,990000,Passed In,Barry Plant,2017-07-29,3,1,2,628,1965,Monash City Council,-37.90904,145.10903,Southern Metropolitan
4405,Huntingdale,House,1205000,Sold After Auction,FN,2017-09-23,3,2,4,622,1960,Monash City Council,-37.90823,145.10851,Southern Metropolitan
4406,Ivanhoe,Unit,420000,Sold Prior,Miles,2016-04-16,1,1,1,55,1970,Banyule City Council,-37.7772,145.0414,Eastern Metropolitan
4407,Ivanhoe,Townhouse,750000,Sold,Barry Plant,2016-04-16,3,1,1,110,1990,Banyule City Council,-37.765,145.0407,Eastern Metropolitan
4408,Ivanhoe,House,1225000,Sold Prior,Miles,2016-04-23,3,1,1,572,1930,Banyule City Council,-37.7709,145.0425,Eastern Metropolitan
4409,Ivanhoe,Unit,739000,Sold,Miles,2016-05-07,2,1,1,648,1965,Banyule City Council,-37.7702,145.0493,Eastern Metropolitan
4410,Ivanhoe,House,1075000,Sold,Barry Plant,2016-05-14,3,1,2,677,1950,Banyule City Council,-37.7616,145.0322,Eastern Metropolitan
4411,Ivanhoe,Unit,465000,Sold,Barry Plant,2016-05-14,2,1,1,795,1970,Banyule City Council,-37.7744,145.0415,Eastern Metropolitan
4412,Ivanhoe,House,1102000,Sold,Nelson,2016-05-22,3,1,1,597,1950,Banyule City Council,-37.7645,145.0314,Eastern Metropolitan
4413,Ivanhoe,House,1275000,Passed In,Nelson,2016-05-22,3,2,2,834,1950,Banyule City Council,-37.7587,145.0426,Eastern Metropolitan
4414,Ivanhoe,House,2595000,Sold,Miles,2016-05-28,4,3,3,719,2007,Banyule City Council,-37.7815,145.0403,Eastern Metropolitan
4415,Ivanhoe,House,981000,Sold,Nelson,2016-06-04,5,3,2,626,2016,Banyule City Council,-37.76,145.0326,Eastern Metropolitan
4416,Ivanhoe,House,2400000,Sold,Jellis,2016-06-04,0,2,2,1252,1920,Banyule City Council,-37.7727,145.0484,Eastern Metropolitan
4417,Ivanhoe,Townhouse,890000,Sold,Nelson,2016-06-04,3,2,2,249,2005,Banyule City Council,-37.766,145.0345,Eastern Metropolitan
4418,Ivanhoe,House,2600000,Sold,Miles,2016-06-18,5,3,1,1006,1920,Banyule City Council,-37.7765,145.0427,Eastern Metropolitan
4419,Ivanhoe,Townhouse,700000,Sold,Barry Plant,2016-06-27,3,2,1,189,1990,Banyule City Council,-37.7661,145.0354,Eastern Metropolitan
4420,Ivanhoe,Townhouse,785000,Sold,Jellis,2016-08-22,2,2,1,124,2010,Banyule City Council,-37.7618,145.0287,Eastern Metropolitan
4421,Ivanhoe,House,1223500,Sold,Nelson,2016-08-22,3,2,2,721,1980,Banyule City Council,-37.758,145.0408,Eastern Metropolitan
4422,Ivanhoe,Unit,845000,Sold,Miles,2016-08-22,2,2,2,147,1980,Banyule City Council,-37.7679,145.0467,Eastern Metropolitan
4423,Ivanhoe,House,1720000,Sold,Barry Plant,2016-08-22,4,2,3,631,1935,Banyule City Council,-37.7771,145.0448,Eastern Metropolitan
4424,Ivanhoe,Townhouse,710000,Passed In,Nelson,2016-08-28,2,1,1,134,2012,Banyule City Council,-37.7582,145.034,Eastern Metropolitan
4425,Ivanhoe,House,1730000,Sold,Nelson,2016-09-17,4,2,2,689,2007,Banyule City Council,-37.7591,145.04,Eastern Metropolitan
4426,Ivanhoe,Townhouse,779000,Sold,Miles,2016-09-17,3,1,2,152,1970,Banyule City Council,-37.7635,145.0464,Eastern Metropolitan
4427,Ivanhoe,House,1460000,Sold,Miles,2016-09-24,4,1,2,605,1940,Banyule City Council,-37.7707,145.0467,Eastern Metropolitan
4428,Ivanhoe,House,1535000,Sold,Miles,2016-10-15,3,1,2,691,1950,Banyule City Council,-37.7674,145.0392,Eastern Metropolitan
4429,Ivanhoe,House,1470000,Passed In,Miles,2016-10-15,4,2,1,694,1950,Banyule City Council,-37.7565,145.0506,Eastern Metropolitan
4430,Ivanhoe,House,1486000,Sold,Nelson,2016-10-15,3,1,2,645,1930,Banyule City Council,-37.7634,145.0439,Eastern Metropolitan
4431,Ivanhoe,House,785000,Sold,Miles,2016-11-07,3,2,0,399,1950,Banyule City Council,-37.7551,145.05,Eastern Metropolitan
4432,Ivanhoe,House,1155000,Sold,Nelson,2016-11-07,3,1,2,537,1945,Banyule City Council,-37.7773,145.0379,Eastern Metropolitan
4433,Ivanhoe,House,1605000,Sold,Nelson,2016-11-12,3,2,2,608,1920,Banyule City Council,-37.7702,145.0398,Eastern Metropolitan
4434,Ivanhoe,Unit,587000,Sold,Miles,2016-11-12,2,1,1,721,1960,Banyule City Council,-37.7634,145.0406,Eastern Metropolitan
4435,Ivanhoe,Unit,500000,Passed In,Ray,2016-11-19,2,1,1,71,1960,Banyule City Council,-37.7634,145.0406,Eastern Metropolitan
4436,Ivanhoe,Townhouse,550000,Passed In,Barry Plant,2016-11-27,3,1,1,139,1970,Banyule City Council,-37.757,145.0382,Eastern Metropolitan
4437,Ivanhoe,Unit,460000,Sold Prior,Miles,2016-12-03,1,1,0,75,1970,Banyule City Council,-37.7759,145.043,Eastern Metropolitan
4438,Ivanhoe,Unit,413000,Sold,Nelson,2016-12-10,1,1,1,845,1960,Banyule City Council,-37.7591,145.0501,Eastern Metropolitan
4439,Ivanhoe,Townhouse,1010000,Sold,Miles,2016-12-10,3,2,2,314,2003,Banyule City Council,-37.7554,145.0516,Eastern Metropolitan
4440,Ivanhoe,House,1220000,Sold,Ray,2017-02-11,3,1,1,687,1975,Banyule City Council,-37.7634,145.0361,Eastern Metropolitan
4441,Ivanhoe,House,2090000,Sold,Miles,2017-02-25,4,3,2,608,1980,Banyule City Council,-37.7705,145.0396,Eastern Metropolitan
4442,Ivanhoe,House,2265000,Sold,Miles,2017-03-04,4,2,2,925,1925,Banyule City Council,-37.7652,145.041,Eastern Metropolitan
4443,Ivanhoe,House,1850000,Sold,Miles,2017-03-18,3,2,2,684,2000,Banyule City Council,-37.7659,145.0392,Eastern Metropolitan
4444,Ivanhoe,House,1650000,Passed In,Miles,2017-04-08,4,2,1,589,1910,Banyule City Council,-37.7671,145.037,Eastern Metropolitan
4445,Ivanhoe,Townhouse,1060000,Sold,Purplebricks,2017-04-29,3,0,0,219,1980,Banyule City Council,-37.7679,145.0466,Eastern Metropolitan
4446,Ivanhoe,House,990000,Sold,Nelson,2017-05-06,3,2,2,377,1940,Banyule City Council,-37.7573,145.0496,Eastern Metropolitan
4447,Ivanhoe,House,1410000,Sold,Barry Plant,2017-05-06,4,2,1,449,1945,Banyule City Council,-37.777,145.0414,Eastern Metropolitan
4448,Ivanhoe,House,1851000,Sold,Jellis,2017-05-13,3,2,2,618,1960,Banyule City Council,-37.7817,145.0391,Eastern Metropolitan
4449,Ivanhoe,House,1475000,Sold,Nelson,2017-05-27,3,1,2,424,1950,Banyule City Council,-37.76353,145.02941,Eastern Metropolitan
4450,Ivanhoe,House,1300000,Passed In,Nelson,2017-06-03,3,2,2,334,2005,Banyule City Council,-37.76538,145.04964,Eastern Metropolitan
4451,Ivanhoe,Townhouse,975000,Sold Prior,Nelson,2017-06-24,3,2,1,103,1997,Banyule City Council,-37.76676,145.04333,Eastern Metropolitan
4452,Ivanhoe,House,1320000,Sold,Miles,2017-07-08,2,1,0,620,1920,Banyule City Council,-37.76091,145.04437,Eastern Metropolitan
4453,Ivanhoe,Townhouse,880000,Sold,Miles,2017-07-22,2,1,2,229,2005,Banyule City Council,-37.7651,145.03452,Eastern Metropolitan
4454,Ivanhoe,Townhouse,985000,Passed In,Jellis,2017-07-22,4,3,2,181,2016,Banyule City Council,-37.76758,145.03883,Eastern Metropolitan
4455,Ivanhoe,House,2530000,Passed In,Miles,2017-07-29,4,2,0,637,1936,Banyule City Council,-37.77671,145.04005,Eastern Metropolitan
4456,Ivanhoe,House,1200000,Passed In,Barry Plant,2017-08-26,4,2,2,585,1950,Banyule City Council,-37.75722,145.044,Eastern Metropolitan
4457,Ivanhoe,House,1465000,Sold,Nelson,2017-11-11,3,2,2,331,2005,Banyule City Council,-37.7571,145.05,Eastern Metropolitan
4458,Ivanhoe,House,1865000,Sold,Miles,2017-11-11,4,2,1,389,2000,Banyule City Council,-37.7743,145.0407,Eastern Metropolitan
4459,Ivanhoe,House,1200000,Passed In,Miles,2017-12-09,3,3,2,236,2014,Banyule City Council,-37.75479,145.05266,Eastern Metropolitan
4460,Ivanhoe,House,1095000,Sold Prior,RW,2018-01-06,4,2,3,414,1950,Banyule City Council,-37.75722,145.044,Eastern Metropolitan
4461,Ivanhoe,House,1836000,Sold Prior,Nelson,2018-02-24,4,2,2,624,1955,Banyule City Council,-37.76154,145.03147,Eastern Metropolitan
4462,Ivanhoe,House,1950000,Sold,Miles,2018-03-03,4,2,0,650,1925,Banyule City Council,-37.76432,145.04201,Eastern Metropolitan
4463,Ivanhoe,House,2579500,Sold,Nelson,2018-03-03,4,3,3,640,2000,Banyule City Council,-37.77661,145.04659,Eastern Metropolitan
4464,Ivanhoe East,House,1797000,Sold,hockingstuart,2016-05-22,4,3,3,826,1955,Banyule City Council,-37.7793,145.0654,Eastern Metropolitan
4465,Ivanhoe East,House,1875000,Passed In,Nelson,2016-06-18,4,3,2,583,1975,Banyule City Council,-37.7719,145.0582,Eastern Metropolitan
4466,Ivanhoe East,House,1651000,Sold,Barry Plant,2016-07-16,3,1,1,1073,1947,Banyule City Council,-37.7749,145.0549,Eastern Metropolitan
4467,Ivanhoe East,House,1605000,Sold,Miles,2016-08-06,3,1,1,624,1950,Banyule City Council,-37.7741,145.0506,Eastern Metropolitan
4468,Ivanhoe East,Unit,470000,Passed In,Nelson,2016-08-06,2,1,1,1473,1960,Banyule City Council,-37.7713,145.0499,Eastern Metropolitan
4469,Ivanhoe East,Townhouse,1050000,Passed In,Nelson,2016-08-22,3,2,1,180,2012,Banyule City Council,-37.772,145.0538,Eastern Metropolitan
4470,Ivanhoe East,House,1660000,Sold,Fletchers,2016-10-08,4,2,2,830,1950,Banyule City Council,-37.7679,145.0673,Eastern Metropolitan
4471,Ivanhoe East,House,1740000,Sold,Miles,2016-11-07,4,3,3,948,1960,Banyule City Council,-37.7759,145.063,Eastern Metropolitan
4472,Ivanhoe East,House,2200000,Sold,Miles,2016-11-12,4,2,2,1004,1935,Banyule City Council,-37.7689,145.0665,Eastern Metropolitan
4473,Ivanhoe East,House,3850000,Sold Prior,Miles,2016-12-03,5,4,2,2064,1951,Banyule City Council,-37.7769,145.0605,Eastern Metropolitan
4474,Ivanhoe East,Unit,1260000,Sold,Miles,2016-12-10,3,2,2,356,1998,Banyule City Council,-37.7749,145.0568,Eastern Metropolitan
4475,Ivanhoe East,House,2325000,Passed In,Jellis,2017-05-13,5,3,2,737,2008,Banyule City Council,-37.7794,145.0647,Eastern Metropolitan
4476,Ivanhoe East,House,2400000,Passed In,Miles,2017-05-13,3,2,2,1132,1950,Banyule City Council,-37.7715,145.0688,Eastern Metropolitan
4477,Ivanhoe East,House,1640000,Sold,Nelson,2017-05-27,3,1,2,617,1930,Banyule City Council,-37.77212,145.05813,Eastern Metropolitan
4478,Ivanhoe East,House,2525000,Passed In,Miles,2017-06-03,3,2,1,805,1930,Banyule City Council,-37.7714,145.05963,Eastern Metropolitan
4479,Ivanhoe East,House,1535000,Sold,Nelson,2017-09-09,3,2,1,697,1930,Banyule City Council,-37.77536,145.06295,Eastern Metropolitan
4480,Ivanhoe East,House,1490000,Passed In,Miles,2018-03-03,2,1,1,563,1939,Banyule City Council,-37.77663,145.05673,Eastern Metropolitan
4481,Ivanhoe East,House,1930000,Passed In,Miles,2018-03-03,4,2,2,605,1950,Banyule City Council,-37.77454,145.05212,Eastern Metropolitan
4482,Jacana,House,425000,Sold,Barry Plant,2016-04-16,3,1,2,650,1975,Hume City Council,-37.687,144.9084,Northern Metropolitan
4483,Jacana,House,350000,Passed In,Barry Plant,2016-05-07,3,1,2,600,1950,Hume City Council,-37.6866,144.9086,Northern Metropolitan
4484,Jacana,House,600000,Sold,Woodards,2016-05-22,3,1,2,647,1960,Hume City Council,-37.6904,144.9121,Northern Metropolitan
4485,Jacana,House,472500,Sold,YPA,2016-05-28,2,1,2,729,1960,Hume City Council,-37.6909,144.9136,Northern Metropolitan
4486,Jacana,House,460000,Passed In,Eview,2016-09-24,3,1,1,601,1960,Hume City Council,-37.6889,144.9109,Northern Metropolitan
4487,Jacana,House,495000,Sold,YPA,2016-11-27,3,1,2,598,1965,Hume City Council,-37.6878,144.9112,Northern Metropolitan
4488,Jacana,House,611000,Sold,Barry Plant,2017-02-25,3,1,3,624,1966,Hume City Council,-37.6862,144.913,Northern Metropolitan
4489,Jacana,House,551000,Sold,YPA,2017-03-04,3,1,0,610,1955,Hume City Council,-37.6885,144.9092,Northern Metropolitan
4490,Jacana,House,485000,Sold Prior,Barry Plant,2017-04-08,3,1,2,630,1970,Hume City Council,-37.6822,144.9108,Northern Metropolitan
4491,Jacana,House,590500,Sold,YPA,2017-05-27,3,1,1,708,1960,Hume City Council,-37.68825,144.91484,Northern Metropolitan
4492,Jacana,House,650000,Passed In,YPA,2017-07-01,4,1,1,692,1960,Hume City Council,-37.6876,144.91167,Northern Metropolitan
4493,Jacana,Townhouse,390000,Sold,YPA,2017-07-01,2,1,1,165,1995,Hume City Council,-37.68582,144.91638,Northern Metropolitan
4494,Jacana,House,575500,Sold,RW,2017-07-08,2,1,1,662,1960,Hume City Council,-37.68988,144.91113,Northern Metropolitan
4495,Jacana,House,528000,Sold Prior,RW,2017-07-22,3,1,3,588,1960,Hume City Council,-37.68306,144.90928,Northern Metropolitan
4496,Jacana,House,550000,Sold Prior,Morrison,2017-08-12,3,1,2,704,1950,Hume City Council,-37.6845,144.90761,Northern Metropolitan
4497,Jacana,House,650000,Sold,Stockdale,2017-08-19,4,3,1,693,1980,Hume City Council,-37.68196,144.90661,Northern Metropolitan
4498,Jacana,House,626000,Sold,Raine,2017-09-16,3,1,2,622,1960,Hume City Council,-37.68908,144.9116,Northern Metropolitan
4499,Jacana,House,570000,Passed In,YPA,2017-10-14,3,1,0,723,1960,Hume City Council,-37.69064,144.91105,Northern Metropolitan
4500,Jacana,House,616000,Sold,YPA,2017-10-28,4,3,2,543,1960,Hume City Council,-37.68946,144.9099,Northern Metropolitan
4501,Jacana,House,455000,Sold Prior,YPA,2018-01-06,3,1,1,316,1960,Hume City Council,-37.69025,144.91467,Northern Metropolitan
4502,Jacana,House,600000,Passed In,Barry Plant,2018-02-24,4,1,1,600,1960,Hume City Council,-37.68725,144.91374,Northern Metropolitan
4503,Jacana,House,600000,Sold,Stockdale,2018-03-03,4,2,4,905,1990,Hume City Council,-37.68209,144.9067,Northern Metropolitan
4504,Jacana,House,615000,Sold,RW,2018-03-17,3,1,1,757,1975,Hume City Council,-37.6899,144.91092,Northern Metropolitan
4505,Kealba,House,582000,Sold Prior,Brad,2016-07-16,3,2,4,530,1980,Brimbank City Council,-37.7375,144.8282,Western Metropolitan
4506,Kealba,House,545000,Sold Prior,Brad,2016-07-16,3,2,2,570,1980,Brimbank City Council,-37.7367,144.8246,Western Metropolitan
4507,Kealba,House,500000,Sold Prior,Brad,2016-08-22,4,1,2,574,1985,Brimbank City Council,-37.7336,144.8226,Western Metropolitan
4508,Kealba,House,560000,Sold Prior,Brad,2016-09-24,4,2,2,612,1980,Brimbank City Council,-37.7378,144.8264,Western Metropolitan
4509,Kealba,House,751000,Sold,McDonald,2016-11-19,4,2,2,649,2000,Brimbank City Council,-37.7382,144.8292,Western Metropolitan
4510,Kealba,House,515000,Sold,Sweeney,2016-12-10,3,1,4,597,1975,Brimbank City Council,-37.7392,144.8241,Western Metropolitan
4511,Kealba,House,646000,Sold,Ray,2017-04-29,4,2,2,658,1980,Brimbank City Council,-37.7358,144.8217,Western Metropolitan
4512,Kealba,House,750000,Sold Prior,Brad,2017-09-03,5,2,4,647,1983,Brimbank City Council,-37.73726,144.82998,Western Metropolitan
4513,Kealba,House,572000,Sold,Barry Plant,2017-09-23,3,1,2,554,1975,Brimbank City Council,-37.73522,144.82044,Western Metropolitan
4514,Kealba,House,587000,Sold,Barry Plant,2017-10-21,3,1,1,583,1980,Brimbank City Council,-37.73642,144.82851,Western Metropolitan
4515,Kealba,House,632500,Sold,Brad,2017-11-25,3,1,2,533,1980,Brimbank City Council,-37.7305,144.824,Western Metropolitan
4516,Kealba,House,600000,Sold,C21,2017-12-09,4,2,4,630,1985,Brimbank City Council,-37.73429,144.82178,Western Metropolitan
4517,Kealba,House,610000,Sold,Ray,2018-02-10,4,2,2,568,1974,Brimbank City Council,-37.73027,144.81655,Western Metropolitan
4518,Kealba,House,800000,Sold Prior,Brad,2018-03-03,4,2,2,526,1990,Brimbank City Council,-37.73152,144.82612,Western Metropolitan
4519,Kealba,House,668500,Sold,Barry Plant,2018-03-17,4,2,2,365,2012,Brimbank City Council,-37.72971,144.82654,Western Metropolitan
4520,Keilor,House,895000,Sold,O'Brien,2017-05-27,3,1,1,589,1965,Brimbank City Council,-37.7143,144.8315,Western Metropolitan
4521,Keilor,House,635000,Sold,Nelson,2017-07-08,4,2,2,531,1975,Brimbank City Council,-37.71368,144.82082,Western Metropolitan
4522,Keilor,House,840000,Sold,Barry Plant,2017-09-16,3,2,2,725,1970,Brimbank City Council,-37.72465,144.8359,Western Metropolitan
4523,Keilor,House,765000,Sold,Brad,2017-10-21,3,2,1,611,1990,Brimbank City Council,-37.71402,144.82165,Western Metropolitan
4524,Keilor,House,1210000,Sold Prior,Brad,2017-10-28,4,3,2,1101,1985,Brimbank City Council,-37.70572,144.81384,Western Metropolitan
4525,Keilor Downs,House,790000,Sold,Nelson,2017-05-27,4,2,3,696,1980,Brimbank City Council,-37.72394,144.8147,Western Metropolitan
4526,Keilor Downs,House,550000,Passed In,Sweeney,2017-06-17,3,1,4,802,1978,Brimbank City Council,-37.72343,144.81411,Western Metropolitan
4527,Keilor Downs,House,670000,Sold,Prof.,2017-06-24,4,2,2,713,1982,Brimbank City Council,-37.72305,144.81074,Western Metropolitan
4528,Keilor Downs,House,575000,Sold Prior,Brad,2017-06-24,3,1,1,307,1990,Brimbank City Council,-37.72545,144.80397,Western Metropolitan
4529,Keilor Downs,House,735000,Sold Prior,Brad,2017-07-01,3,2,2,749,1979,Brimbank City Council,-37.72321,144.80882,Western Metropolitan
4530,Keilor Downs,House,620000,Sold,Barry Plant,2017-07-08,3,1,4,650,1985,Brimbank City Council,-37.71575,144.80598,Western Metropolitan
4531,Keilor Downs,House,705000,Passed In,Brad,2017-07-15,4,2,3,815,2000,Brimbank City Council,-37.71757,144.81328,Western Metropolitan
4532,Keilor Downs,House,590000,Passed In,Brad,2017-07-15,4,2,2,757,1980,Brimbank City Council,-37.72483,144.8143,Western Metropolitan
4533,Keilor Downs,House,700000,Passed In,Barry Plant,2017-08-26,4,2,2,726,1980,Brimbank City Council,-37.72649,144.80992,Western Metropolitan
4534,Keilor Downs,House,720000,Sold,Brad,2017-09-09,4,2,2,660,1985,Brimbank City Council,-37.72086,144.794,Western Metropolitan
4535,Keilor Downs,House,700000,Sold Prior,YPA,2017-10-14,4,1,0,659,1983,Brimbank City Council,-37.71988,144.81086,Western Metropolitan
4536,Keilor Downs,House,900000,Passed In,Brad,2017-10-28,5,3,5,821,1998,Brimbank City Council,-37.71415,144.79239,Western Metropolitan
4537,Keilor Downs,House,731000,Sold,Barry Plant,2017-11-25,3,2,1,652,1981,Brimbank City Council,-37.7191,144.8082,Western Metropolitan
4538,Keilor Downs,House,780000,Sold,Barry Plant,2017-12-09,3,2,2,702,1985,Brimbank City Council,-37.717,144.80736,Western Metropolitan
4539,Keilor Downs,House,670000,Sold,Barry Plant,2018-01-06,3,2,4,652,1990,Brimbank City Council,-37.72573,144.81719,Western Metropolitan
4540,Keilor Downs,House,665000,Sold,YPA,2018-02-10,4,2,3,695,1984,Brimbank City Council,-37.71482,144.80286,Western Metropolitan
4541,Keilor Downs,House,650000,Sold,Prof.,2018-02-17,3,1,3,656,1990,Brimbank City Council,-37.71497,144.79838,Western Metropolitan
4542,Keilor East,House,835000,Sold,Nelson,2016-04-16,4,2,3,708,1990,Brimbank City Council,-37.7452,144.8652,Western Metropolitan
